Time,Id,CimetrixGEM300Simulation/MaterialManager/SubstLocID,CimetrixGEM300Simulation/MaterialManager/SubstLocSubstID
2022-11-10T00:16:09.130-07:00,SubstrateLocation:1:Unoccupied-Occupied,"Robot","CARRIER1.03"
2022-11-10T00:16:09.679-07:00,SubstrateLocation:1:Unoccupied-Occupied,"PreAligner","CARRIER1.03"
2022-11-10T00:16:13.630-07:00,SubstrateLocation:1:Unoccupied-Occupied,"Robot","CARRIER1.01"
2022-11-10T00:16:14.193-07:00,SubstrateLocation:1:Unoccupied-Occupied,"CARRIER1.01","CARRIER1.01"
2022-11-10T00:16:15.249-07:00,SubstrateLocation:1:Unoccupied-Occupied,"Robot","CARRIER1.03"
2022-11-10T00:16:15.806-07:00,SubstrateLocation:1:Unoccupied-Occupied,"ProcessChamber1","CARRIER1.03"
2022-11-10T00:16:16.367-07:00,SubstrateLocation:1:Unoccupied-Occupied,"Robot","CARRIER1.04"
2022-11-10T00:16:16.934-07:00,SubstrateLocation:1:Unoccupied-Occupied,"PreAligner","CARRIER1.04"
2022-11-10T00:16:21.256-07:00,SubstrateLocation:1:Unoccupied-Occupied,"Robot","CARRIER1.02"
2022-11-10T00:16:21.826-07:00,SubstrateLocation:1:Unoccupied-Occupied,"CARRIER1.02","CARRIER1.02"
2022-11-10T00:16:22.500-07:00,SubstrateLocation:1:Unoccupied-Occupied,"Robot","CARRIER1.04"
2022-11-10T00:16:23.092-07:00,SubstrateLocation:1:Unoccupied-Occupied,"ProcessChamber2","CARRIER1.04"
